Description,Analysis results,Description Translated,Description Cleaned Translated
"@AdaColau En Barcelona el orden será :Menas, Okupas, CDRs, gentuza en general,..etc etc..…................. y si sobran, policías!",1,"@AdaColau In Barcelona the order will be: Menas, Squatters, CDRs, riff-raff in general, etc. etc. and if there are too many, police!","In Barcelona the order will be: Menas, Squatters, CDRs, riff-raff in general, .. etc etc. .…. .. .. .. .. .. .. .. .. and if there are any left over, police!"
"robado no se, pero hijo putativo si, además de ser un inmigrante y que nació de una relación sexual extramatrimonial, pero lo taparon diciendo que fue fruto de su madre con un palomo. https://t.co/EDx6NkNGpd",1,"stolen, I don't know, but a putative son, yes, in addition to being an immigrant and born from an extramarital sexual relationship, but they covered it up by saying that it was the fruit of his mother with a pigeon. https://t.co/EDx6NkNGpd","stolen, I don't know, but a putative son, yes, in addition to being an immigrant and born from an extramarital sexual relationship, but they covered it up by saying that it was the fruit of his mother with a pigeon."
"@ViiLoki Le he dicho que se deje de tonterias, que venga en patera si quiere entrar sin PCR.",1,"@ViiLoki I have told him to stop nonsense, to come by boat if he wants to enter without PCR.","I have told him to stop nonsense, to come by boat if he wants to enter without PCR."
"@sanchezcastejon A saber que le habreis inyectado a la pobre señora.
Con suerte será como en el Hospital Universitario de El Paso. que inyectaron nada, por que ni se movia el embolo de la jeringuilla.

Si quereis menos covid empezad por no dejar entrar infectados en patera. PAYASOS",1,"@sanchezcastejon Who knows what you injected into the poor lady.
Hopefully it will be like at El Paso University Hospital. They injected nothing, because the plunger of the syringe didn't even move.

If you want less covid, start by not letting infected people enter the boat. CLOWNS","Who knows what you injected into the poor lady.
Hopefully it will be like at El Paso University Hospital. They injected nothing, because the plunger of the syringe didn't even move.
If you want less covid, start by not letting infected people enter the boat. CLOWNS"
@YoM_5 Por algo el otro día aprobaron la ley de la eutanasia. Ahora a aplicarla y a aligerar la carga de las pensiones de los jubilados para poder traer Menas. Menudos HDLGP!,1,@YoM_5 For some reason the other day they approved the euthanasia law. Now to apply it and lighten the burden of retirees' pensions to be able to bring in Menas. What HDLGP!,For some reason the other day they approved the euthanasia law. Now to apply it and lighten the burden of retirees' pensions to be able to bring in Menas. What HDLGP!
"@Bobores Además el plural es panfleto izquierdistas q me estás contacto igual q pueblo el confidencial el país etc 

Lo de los menas o los adultos q violan y quieren a chicas españolas y ha salido y es verdad 
Cuentalo anda pero como son ilegales pues no se dice 
Se os ve el plumero",1,"@Bobores Furthermore, the plural is a leftist pamphlet that you are contacting me like the people, the confidential, the country, etc.

The thing about the menas or the adults who rape and love Spanish girls and it has come out and it is true
Tell it, but since they are illegal, it is not said.
You can see your feathers","Furthermore, the plural is a leftist pamphlet that you are contacting me, the same as the people, the confidential, the country, etc.
The thing about the menas or the adults who rape and love Spanish girls and it has come out and it is true
Tell it, but since they are illegal, it is not said.
You can see your feathers"
"@Bobores Claro q si y tú eres el q dice la verdad y el no y los q no son de izquierdas pues tampoco jajajaja😂😂😂😂 

Di lo de las manadas de los menas violaciones o intentos eh!!!
Te callas por la mierda del buenismo, 
Eres periodista pues hablalo hipócrita y sabes q es cierto q ocurre",1,"@Bobores Of course yes and you are the one who tells the truth and the one who doesn't and those who aren't left-wing either hahahaha😂😂😂😂

Say about the packs of menas violations or attempts eh!!!
You shut up because of the bullshit of goodness,
You are a journalist, so you speak hypocritically and you know that it is true that it happens.","Of course yes and you are the one who tells the truth and the one who doesn't and those who aren't are leftist, well neither hahahaha😂😂😂😂
Say about the packs of menas violations or attempts eh!!!
You shut up because of the bullshit of goodness,
You are a journalist, so you speak hypocritically and you know that it is true that it happens."
@echeoqueai11 @fjconpe El inmigrante legal es el que viene con papeles y sigue todos los pasos legales  con paciencia y el ilegal se salta todos los pasos y llega invadiendo.,1,@echeoqueai11 @fjconpe The legal immigrant is the one who comes with papers and follows all the legal steps with patience and the illegal one skips all the steps and arrives invading.,The legal immigrant is the one who comes with papers and follows all the legal steps with patience and the illegal one skips all the steps and arrives invading.
"@vox_es Sólo les importa al gobierno los ilegales que entran en patera, ya si eso que a los nuestros les ayuden otros. Panda de Sinvergüenzas.
#GobiernoDimision
#GobiernoDeInutiles",1,"@vox_es The government only cares about the illegals who enter the boat, and if that means others will help our people. Panda of Scoundrels.
#GovernmentResignation
#UselessGovernment","The government only cares about the illegals who enter the boat, and if that means that others will help our people. Panda of Scoundrels."
Las dos tienen partes bonitas y partes feas. Las dos tienen menas. Pero me quedo con Barcelona. Aunque el 90% de las dos ciudades dan pvtisimo asco realmente https://t.co/CMSvikrhnu,1,They both have beautiful parts and ugly parts. They both have ores. But I'll stick with Barcelona. Although 90% of the two cities really suck https://t.co/CMSvikrhnu,They both have beautiful parts and ugly parts. They both have ores. But I'll stick with Barcelona. Although 90% of the two cities really suck
@AlertaZeta Por las pintas juraría que son MENAS (da igual el país ni cuándo leas esto),1,@AlertaZeta By the looks of them I would swear they are LESS (it doesn't matter the country or when you read this),By the looks of them I would swear they are MENAS (it doesn't matter what country or when you read this)
"@eledhmel Yo vivo en Barcelona y con la Colau todo lo malo ha subido hace cosas que sólo las entiende ella y sus okupas, estamos llenos de okupas, manteros y MENAS que roban y violan, pero a estos las feministas no dicen nada, será porque son extranjeros. Estamos artos de esta tipeja.",1,"@eledhmel I live in Barcelona and with Colau everything bad has happened, things that only she and her squatters understand, we are full of squatters, manteros and MENAS who steal and rape, but the feminists don't say anything to them, it must be because They are foreign. We are fed up with this guy.","I live in Barcelona and with Colau everything bad has happened, things that only she and her squatters understand, we are full of squatters, manteros and MENAS who steal and rape, but the feminists don't say anything to these, it must be because they are foreigners . We are fed up with this guy."
En Madrid sin ir mas lejos ennel barriondenhortaleza desde que los menas subvencionados campan a sus anchas a subido un 500% la delicuencia. ¡¡¡¡ deportacion ya!!!!,1,"In Madrid, without going any further, crime has increased by 500% since the subsidized menas have run rampant in the vegetable neighborhood. deportation now!!!!","In Madrid, without going any further, crime has increased by 500% since the subsidized menas have run rampant in the vegetable neighborhood. deportation now!!!!"
Alguien sabe donde esta la cruz roja? O solo ayuda a los que navegan en patera? https://t.co/HLLNmfDW3n,1,Does anyone know where the red cross is? Or does it only help those who sail on boats? https://t.co/HLLNmfDW3n,Does anyone know where the red cross is? Or does it only help those who sail on boats?
"A los pelotudos que defienden a la plaga inmigrante, los invito que acojan unas cuantas familias haitianas , a ver si los siguen DEFENDIENDO cuando orinen en sus árboles y defequen en el jardín.....@jesuitaschile @HeraldoMunoz @mbachelet https://t.co/dJe6SpMURt",1,"To the idiots who defend the immigrant pest, I invite you to welcome a few Haitian families, to see if you continue DEFENDING them when they urinate on their trees and defecate in the garden.....@jesuitaschile @HeraldoMunoz @mbachelet https:// t.co/dJe6SpMURt","To the idiots who defend the immigrant pest, I invite you to take in a few Haitian families, to see if you continue DEFENDING them when they urinate on their trees and defecate in the garden. .. .. @jesuitaschile"
